"","DateHour","LocationID","VisitID","ID","CharacteristicID","ResultValue","Units","Qualifier","FlagID","MethodID","ResultComment","SampleDepth","UniqueID","Datetime","ProjectID","SampleTypeID","HasFlow","SampleDepthType","Comment","LocationDescription","WaterBodyID","MunicipalityID","Latitude","Longitude","LocationTypeID","LocationMethod","CoordinateSystem","InWatershed","RegionalID","WaterType","Owner","StaffGage","County","CatchmentArea_Sqmi","Precip.48","Weather"
"11",2002-06-20 08:00:00,"UPLSHBM",137456,447385,"TEMP_AIR",21.1111111111111,"deg C",NA,NA,NA,NA,NA,"200206200950_UPLSHBM_DCRBCH_S",2002-06-20 08:50:00,"DCRBCH","S",1,NA,NA,"Shannon Beach Middle","Upper Mystic Lake","Winchester",42.439892,-71.146153,13,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0.03,"Dry"
"12",2002-06-24 09:00:00,"WEPBCHN",131032,422573,"FSTREP",300,"CFU/100ml",NA,NA,NA,NA,NA,"200206241030_WEPBCHN_MUNIBCH_S",2002-06-24 09:30:00,"MUNIBCH","S",1,NA,NA,"North of the beach (aka left)","Wedge Pond","Winchester",42.453965,-71.143016,20,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0.12,"Dry"
"13",2002-06-24 09:00:00,"WEPBCHS",131033,422574,"FSTREP",280,"CFU/100ml",NA,NA,NA,NA,NA,"200206241030_WEPBCHS_MUNIBCH_S",2002-06-24 09:30:00,"MUNIBCH","S",1,NA,NA,"South of the beach (aka right)","Wedge Pond","Winchester",42.453807,-71.142956,20,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0.12,"Dry"
"14",2002-06-27 09:00:00,"UPLSHBM",137457,447387,"ENT",60,"CFU/100ml",NA,NA,NA,NA,NA,"200206271030_UPLSHBM_DCRBCH_S",2002-06-27 09:30:00,"DCRBCH","S",1,NA,NA,"Shannon Beach Middle","Upper Mystic Lake","Winchester",42.439892,-71.146153,13,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0,"Dry"
"15",2002-06-27 09:00:00,"UPLSHBM",137457,447388,"TEMP_WATER",26.1111111111111,"deg C",NA,NA,NA,NA,NA,"200206271030_UPLSHBM_DCRBCH_S",2002-06-27 09:30:00,"DCRBCH","S",1,NA,NA,"Shannon Beach Middle","Upper Mystic Lake","Winchester",42.439892,-71.146153,13,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0,"Dry"
"16",2002-07-01 09:00:00,"WEPBCHN",131034,422575,"FSTREP",20,"CFU/100ml",NA,NA,NA,NA,NA,"200207011030_WEPBCHN_MUNIBCH_S",2002-07-01 09:30:00,"MUNIBCH","S",1,NA,NA,"North of the beach (aka left)","Wedge Pond","Winchester",42.453965,-71.143016,20,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0,"Dry"
"17",2002-07-01 09:00:00,"WEPBCHS",131035,422576,"FSTREP",50,"CFU/100ml",NA,NA,NA,NA,NA,"200207011030_WEPBCHS_MUNIBCH_S",2002-07-01 09:30:00,"MUNIBCH","S",1,NA,NA,"South of the beach (aka right)","Wedge Pond","Winchester",42.453807,-71.142956,20,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0,"Dry"
"18",2002-07-02 05:00:00,"UPLSHBM",137458,447389,"ENT",2,"CFU/100ml",NA,NA,NA,NA,NA,"200207020600_UPLSHBM_DCRBCH_S",2002-07-02 05:00:00,"DCRBCH","S",1,NA,NA,"Shannon Beach Middle","Upper Mystic Lake","Winchester",42.439892,-71.146153,13,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0,"Dry"
"19",2002-07-02 05:00:00,"UPLSHBM",137458,447390,"TEMP_WATER",25,"deg C",NA,NA,NA,NA,NA,"200207020600_UPLSHBM_DCRBCH_S",2002-07-02 05:00:00,"DCRBCH","S",1,NA,NA,"Shannon Beach Middle","Upper Mystic Lake","Winchester",42.439892,-71.146153,13,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0,"Dry"
"20",2002-07-07 23:00:00,"WEPBCHS",131037,422578,"FSTREP",100,"CFU/100ml",NA,NA,NA,NA,NA,"200207080000_WEPBCHS_MUNIBCH_S",2002-07-07 23:00:00,"MUNIBCH","S",1,NA,NA,"South of the beach (aka right)","Wedge Pond","Winchester",42.453807,-71.142956,20,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0,"Dry"
"21",2002-07-07 23:00:00,"WEPBCHN",131036,422577,"FSTREP",80,"CFU/100ml",NA,NA,NA,NA,NA,"200207080000_WEPBCHN_MUNIBCH_S",2002-07-07 23:00:00,"MUNIBCH","S",1,NA,NA,"North of the beach (aka left)","Wedge Pond","Winchester",42.453965,-71.143016,20,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0,"Dry"
"22",2002-07-11 04:00:00,"UPLSHBM",137459,447391,"TEMP_WATER",21.1111111111111,"deg C",NA,NA,NA,NA,NA,"200207110530_UPLSHBM_DCRBCH_S",2002-07-11 04:30:00,"DCRBCH","S",1,NA,NA,"Shannon Beach Middle","Upper Mystic Lake","Winchester",42.439892,-71.146153,13,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0.62,"Wet"
"23",2002-07-11 04:00:00,"UPLSHBM",137459,447393,"ENT",26,"CFU/100ml",NA,NA,NA,NA,NA,"200207110530_UPLSHBM_DCRBCH_S",2002-07-11 04:30:00,"DCRBCH","S",1,NA,NA,"Shannon Beach Middle","Upper Mystic Lake","Winchester",42.439892,-71.146153,13,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0.62,"Wet"
"24",2002-07-11 04:00:00,"UPLSHBM",137459,447392,"TEMP_AIR",23.8888888888889,"deg C",NA,NA,NA,NA,NA,"200207110530_UPLSHBM_DCRBCH_S",2002-07-11 04:30:00,"DCRBCH","S",1,NA,NA,"Shannon Beach Middle","Upper Mystic Lake","Winchester",42.439892,-71.146153,13,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0.62,"Wet"
"25",2002-07-15 08:00:00,"WEPBCHS",131039,422580,"FSTREP",40,"CFU/100ml",NA,NA,NA,NA,NA,"200207150930_WEPBCHS_MUNIBCH_S",2002-07-15 08:30:00,"MUNIBCH","S",1,NA,NA,"South of the beach (aka right)","Wedge Pond","Winchester",42.453807,-71.142956,20,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0,"Dry"
"26",2002-07-15 08:00:00,"WEPBCHN",131038,422579,"FSTREP",70,"CFU/100ml",NA,NA,NA,NA,NA,"200207150930_WEPBCHN_MUNIBCH_S",2002-07-15 08:30:00,"MUNIBCH","S",1,NA,NA,"North of the beach (aka left)","Wedge Pond","Winchester",42.453965,-71.143016,20,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0,"Dry"
"27",2002-07-18 05:00:00,"UPLSHBM",137460,447395,"TEMP_AIR",26.6666666666667,"deg C",NA,NA,NA,NA,NA,"200207180600_UPLSHBM_DCRBCH_S",2002-07-18 05:00:00,"DCRBCH","S",1,NA,NA,"Shannon Beach Middle","Upper Mystic Lake","Winchester",42.439892,-71.146153,13,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0,"Dry"
"28",2002-07-18 05:00:00,"UPLSHBM",137460,447394,"ENT",20,"CFU/100ml",NA,NA,NA,NA,NA,"200207180600_UPLSHBM_DCRBCH_S",2002-07-18 05:00:00,"DCRBCH","S",1,NA,NA,"Shannon Beach Middle","Upper Mystic Lake","Winchester",42.439892,-71.146153,13,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0,"Dry"
"29",2002-07-18 05:00:00,"UPLSHBM",137460,447396,"TEMP_WATER",25.5555555555556,"deg C",NA,NA,NA,NA,NA,"200207180600_UPLSHBM_DCRBCH_S",2002-07-18 05:00:00,"DCRBCH","S",1,NA,NA,"Shannon Beach Middle","Upper Mystic Lake","Winchester",42.439892,-71.146153,13,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0,"Dry"
"30",2002-07-25 05:00:00,"UPLSHBM",137461,447397,"ENT",36,"CFU/100ml",NA,NA,NA,NA,NA,"200207250610_UPLSHBM_DCRBCH_S",2002-07-25 05:10:00,"DCRBCH","S",1,NA,NA,"Shannon Beach Middle","Upper Mystic Lake","Winchester",42.439892,-71.146153,13,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0.46,"Wet"
"31",2002-07-25 05:00:00,"UPLSHBM",137461,447398,"TEMP_WATER",21.1111111111111,"deg C",NA,NA,NA,NA,NA,"200207250610_UPLSHBM_DCRBCH_S",2002-07-25 05:10:00,"DCRBCH","S",1,NA,NA,"Shannon Beach Middle","Upper Mystic Lake","Winchester",42.439892,-71.146153,13,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0.46,"Wet"
"32",2002-07-29 09:00:00,"WEPBCHN",131040,422581,"FSTREP",20,"CFU/100ml","<",NA,NA,NA,NA,"200207291000_WEPBCHN_MUNIBCH_S",2002-07-29 09:00:00,"MUNIBCH","S",1,NA,NA,"North of the beach (aka left)","Wedge Pond","Winchester",42.453965,-71.143016,20,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0.02,"Dry"
"33",2002-07-29 09:00:00,"WEPBCHS",131041,422582,"FSTREP",90,"CFU/100ml",NA,NA,NA,NA,NA,"200207291000_WEPBCHS_MUNIBCH_S",2002-07-29 09:00:00,"MUNIBCH","S",1,NA,NA,"South of the beach (aka right)","Wedge Pond","Winchester",42.453807,-71.142956,20,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0.02,"Dry"
"34",2002-08-01 08:00:00,"UPLSHBM",137462,447399,"TEMP_WATER",26.1111111111111,"deg C",NA,NA,NA,NA,NA,"200208010930_UPLSHBM_DCRBCH_S",2002-08-01 08:30:00,"DCRBCH","S",1,NA,NA,"Shannon Beach Middle","Upper Mystic Lake","Winchester",42.439892,-71.146153,13,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0,"Dry"
"35",2002-08-01 08:00:00,"UPLSHBM",137462,447400,"ENT",22,"CFU/100ml",NA,NA,NA,NA,NA,"200208010930_UPLSHBM_DCRBCH_S",2002-08-01 08:30:00,"DCRBCH","S",1,NA,NA,"Shannon Beach Middle","Upper Mystic Lake","Winchester",42.439892,-71.146153,13,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0,"Dry"
"36",2002-08-05 13:00:00,"WEPBCHN",131042,422583,"FSTREP",130,"CFU/100ml",NA,NA,NA,NA,NA,"200208051400_WEPBCHN_MUNIBCH_S",2002-08-05 13:00:00,"MUNIBCH","S",1,NA,NA,"North of the beach (aka left)","Wedge Pond","Winchester",42.453965,-71.143016,20,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0,"Dry"
"37",2002-08-05 13:00:00,"WEPBCHS",131043,422584,"FSTREP",240,"CFU/100ml",NA,NA,NA,NA,NA,"200208051400_WEPBCHS_MUNIBCH_S",2002-08-05 13:00:00,"MUNIBCH","S",1,NA,NA,"South of the beach (aka right)","Wedge Pond","Winchester",42.453807,-71.142956,20,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0,"Dry"
"38",2002-08-06 05:00:00,"UPLSHBM",137463,447402,"TEMP_AIR",21.1111111111111,"deg C",NA,NA,NA,NA,NA,"200208060630_UPLSHBM_DCRBCH_S",2002-08-06 05:30:00,"DCRBCH","S",1,NA,NA,"Shannon Beach Middle","Upper Mystic Lake","Winchester",42.439892,-71.146153,13,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0,"Dry"
"39",2002-08-06 05:00:00,"UPLSHBR",137464,447404,"ENT",2,"CFU/100ml",NA,NA,NA,NA,NA,"200208060630_UPLSHBR_DCRBCH_S",2002-08-06 05:30:00,"DCRBCH","S",1,NA,NA,"Shannon Beach right [obsolete]","Upper Mystic Lake","Winchester",42.439977,-71.146349,13,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0,"Dry"
"40",2002-08-06 05:00:00,"UPLSHBR",137464,447406,"TEMP_AIR",18.3333333333333,"deg C",NA,NA,NA,NA,NA,"200208060630_UPLSHBR_DCRBCH_S",2002-08-06 05:30:00,"DCRBCH","S",1,NA,NA,"Shannon Beach right [obsolete]","Upper Mystic Lake","Winchester",42.439977,-71.146349,13,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0,"Dry"
"41",2002-08-06 05:00:00,"UPLSHBM",137463,447403,"ENT",2,"CFU/100ml",NA,NA,NA,NA,NA,"200208060630_UPLSHBM_DCRBCH_S",2002-08-06 05:30:00,"DCRBCH","S",1,NA,NA,"Shannon Beach Middle","Upper Mystic Lake","Winchester",42.439892,-71.146153,13,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0,"Dry"
"42",2002-08-06 05:00:00,"UPLSHBR",137464,447405,"TEMP_WATER",21.1111111111111,"deg C",NA,NA,NA,NA,NA,"200208060630_UPLSHBR_DCRBCH_S",2002-08-06 05:30:00,"DCRBCH","S",1,NA,NA,"Shannon Beach right [obsolete]","Upper Mystic Lake","Winchester",42.439977,-71.146349,13,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0,"Dry"
"43",2002-08-06 05:00:00,"UPLSHBM",137463,447401,"TEMP_WATER",21.1111111111111,"deg C",NA,NA,NA,NA,NA,"200208060630_UPLSHBM_DCRBCH_S",2002-08-06 05:30:00,"DCRBCH","S",1,NA,NA,"Shannon Beach Middle","Upper Mystic Lake","Winchester",42.439892,-71.146153,13,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0,"Dry"
"44",2002-08-12 09:00:00,"WEPBCHN",131044,422585,"FSTREP",70,"CFU/100ml",NA,NA,NA,NA,NA,"200208121030_WEPBCHN_MUNIBCH_S",2002-08-12 09:30:00,"MUNIBCH","S",1,NA,NA,"North of the beach (aka left)","Wedge Pond","Winchester",42.453965,-71.143016,20,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0,"Dry"
"45",2002-08-12 09:00:00,"WEPBCHS",131045,422586,"FSTREP",580,"CFU/100ml",NA,NA,NA,NA,NA,"200208121030_WEPBCHS_MUNIBCH_S",2002-08-12 09:30:00,"MUNIBCH","S",1,NA,NA,"South of the beach (aka right)","Wedge Pond","Winchester",42.453807,-71.142956,20,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0,"Dry"
"46",2002-08-15 08:00:00,"UPLSHBM",137465,447407,"ENT",24,"CFU/100ml",NA,NA,NA,NA,NA,"200208150944_UPLSHBM_DCRBCH_S",2002-08-15 08:44:00,"DCRBCH","S",1,NA,NA,"Shannon Beach Middle","Upper Mystic Lake","Winchester",42.439892,-71.146153,13,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0,"Dry"
"47",2002-08-15 08:00:00,"UPLSHBM",137465,447408,"TEMP_WATER",26.1111111111111,"deg C",NA,NA,NA,NA,NA,"200208150944_UPLSHBM_DCRBCH_S",2002-08-15 08:44:00,"DCRBCH","S",1,NA,NA,"Shannon Beach Middle","Upper Mystic Lake","Winchester",42.439892,-71.146153,13,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0,"Dry"
"48",2002-08-15 09:00:00,"WEPBCHN",131046,422587,"ECOLI",240,"CFU/100ml",NA,NA,NA,NA,NA,"200208151000_WEPBCHN_MUNIBCH_S",2002-08-15 09:00:00,"MUNIBCH","S",1,NA,NA,"North of the beach (aka left)","Wedge Pond","Winchester",42.453965,-71.143016,20,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0,"Dry"
"49",2002-08-15 09:00:00,"WEPBCHS",131047,422588,"ECOLI",150,"CFU/100ml",NA,NA,NA,NA,NA,"200208151000_WEPBCHS_MUNIBCH_S",2002-08-15 09:00:00,"MUNIBCH","S",1,NA,NA,"South of the beach (aka right)","Wedge Pond","Winchester",42.453807,-71.142956,20,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0,"Dry"
"50",2002-08-16 05:00:00,"UPLSHBM",137466,447410,"TEMP_WATER",22.7777777777778,"deg C",NA,NA,NA,NA,NA,"200208160600_UPLSHBM_DCRBCH_S",2002-08-16 05:00:00,"DCRBCH","S",1,NA,NA,"Shannon Beach Middle","Upper Mystic Lake","Winchester",42.439892,-71.146153,13,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0,"Dry"
"51",2002-08-16 05:00:00,"UPLSHBM",137466,447409,"ENT",2,"CFU/100ml",NA,NA,NA,NA,NA,"200208160600_UPLSHBM_DCRBCH_S",2002-08-16 05:00:00,"DCRBCH","S",1,NA,NA,"Shannon Beach Middle","Upper Mystic Lake","Winchester",42.439892,-71.146153,13,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0,"Dry"
"52",2002-08-19 11:00:00,"WEPBCHN",131048,422589,"ECOLI",40,"CFU/100ml",NA,NA,NA,NA,NA,"200208191230_WEPBCHN_MUNIBCH_S",2002-08-19 11:30:00,"MUNIBCH","S",1,NA,NA,"North of the beach (aka left)","Wedge Pond","Winchester",42.453965,-71.143016,20,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0,"Dry"
"53",2002-08-19 11:00:00,"WEPBCHS",131049,422590,"ECOLI",30,"CFU/100ml",NA,NA,NA,NA,NA,"200208191230_WEPBCHS_MUNIBCH_S",2002-08-19 11:30:00,"MUNIBCH","S",1,NA,NA,"South of the beach (aka right)","Wedge Pond","Winchester",42.453807,-71.142956,20,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0,"Dry"
"54",2002-08-22 05:00:00,"UPLSHBM",137467,447411,"TEMP_WATER",22.2222222222222,"deg C",NA,NA,NA,NA,NA,"200208220600_UPLSHBM_DCRBCH_S",2002-08-22 05:00:00,"DCRBCH","S",1,NA,NA,"Shannon Beach Middle","Upper Mystic Lake","Winchester",42.439892,-71.146153,13,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0.32,"Wet"
"55",2002-08-22 05:00:00,"UPLSHBM",137467,447412,"ENT",2,"CFU/100ml",NA,NA,NA,NA,NA,"200208220600_UPLSHBM_DCRBCH_S",2002-08-22 05:00:00,"DCRBCH","S",1,NA,NA,"Shannon Beach Middle","Upper Mystic Lake","Winchester",42.439892,-71.146153,13,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0.32,"Wet"
"56",2002-08-29 09:00:00,"UPLSHBM",137468,447413,"ENT",7600,"CFU/100ml",NA,NA,NA,NA,NA,"200208291030_UPLSHBM_DCRBCH_S",2002-08-29 09:30:00,"DCRBCH","S",1,NA,NA,"Shannon Beach Middle","Upper Mystic Lake","Winchester",42.439892,-71.146153,13,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0.13,"Dry"
"57",2002-08-29 09:00:00,"UPLSHBM",137468,447414,"TEMP_WATER",20.5555555555556,"deg C",NA,NA,NA,NA,NA,"200208291030_UPLSHBM_DCRBCH_S",2002-08-29 09:30:00,"DCRBCH","S",1,NA,NA,"Shannon Beach Middle","Upper Mystic Lake","Winchester",42.439892,-71.146153,13,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0.13,"Dry"
"58",2002-08-30 12:00:00,"UPLSHBM",137469,447416,"TEMP_WATER",21.1111111111111,"deg C",NA,NA,NA,NA,NA,"200208301300_UPLSHBM_DCRBCH_S",2002-08-30 12:00:00,"DCRBCH","S",1,NA,NA,"Shannon Beach Middle","Upper Mystic Lake","Winchester",42.439892,-71.146153,13,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0.84,"Wet"
"59",2002-08-30 12:00:00,"UPLSHBM",137469,447415,"ENT",92,"CFU/100ml",NA,NA,NA,NA,NA,"200208301300_UPLSHBM_DCRBCH_S",2002-08-30 12:00:00,"DCRBCH","S",1,NA,NA,"Shannon Beach Middle","Upper Mystic Lake","Winchester",42.439892,-71.146153,13,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0.84,"Wet"
"60",2002-09-05 08:00:00,"UPLSHBM",137470,447417,"TEMP_WATER",21.1111111111111,"deg C",NA,NA,NA,NA,NA,"200209050925_UPLSHBM_DCRBCH_S",2002-09-05 08:25:00,"DCRBCH","S",1,NA,NA,"Shannon Beach Middle","Upper Mystic Lake","Winchester",42.439892,-71.146153,13,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0.38,"Wet"
"61",2002-09-05 08:00:00,"UPLSHBM",137470,447418,"ENT",58,"CFU/100ml",NA,NA,NA,NA,NA,"200209050925_UPLSHBM_DCRBCH_S",2002-09-05 08:25:00,"DCRBCH","S",1,NA,NA,"Shannon Beach Middle","Upper Mystic Lake","Winchester",42.439892,-71.146153,13,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0.38,"Wet"
"62",2002-09-12 07:00:00,"UPLSHBM",137471,447420,"TEMP_WATER",20.5555555555556,"deg C",NA,NA,NA,NA,NA,"200209120835_UPLSHBM_DCRBCH_S",2002-09-12 07:35:00,"DCRBCH","S",1,NA,NA,"Shannon Beach Middle","Upper Mystic Lake","Winchester",42.439892,-71.146153,13,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0,"Dry"
"63",2002-09-12 07:00:00,"UPLSHBM",137471,447419,"ENT",92,"CFU/100ml",NA,NA,NA,NA,NA,"200209120835_UPLSHBM_DCRBCH_S",2002-09-12 07:35:00,"DCRBCH","S",1,NA,NA,"Shannon Beach Middle","Upper Mystic Lake","Winchester",42.439892,-71.146153,13,"Unknown","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0,"Dry"
