# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-06-05 17:13:23 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01103025 ALEWIFE BROOK NEAR ARLINGTON, MA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01103025
#            TS   parameter     statistic     Description
#         64144       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	64144_00060_00003	64144_00060_00003_cd
USGS	01103025	2015-04-18	11.1	A
USGS	01103025	2015-04-19	10.7	A
USGS	01103025	2015-04-20	10.3	A
USGS	01103025	2015-04-21	32.1	A
USGS	01103025	2015-04-22	22.0	A
USGS	01103025	2015-04-23	16.5	A
USGS	01103025	2015-04-24	14.3	A
USGS	01103025	2015-04-25	12.9	A
USGS	01103025	2015-04-26	11.9	A
USGS	01103025	2015-04-27	11.0	A
USGS	01103025	2015-04-28	11.4	A
USGS	01103025	2015-04-29	10.4	A
USGS	01103025	2015-04-30	10.0	A
USGS	01103025	2015-05-01	9.98	A
USGS	01103025	2015-05-02	9.53	A
USGS	01103025	2015-05-03	8.84	A
USGS	01103025	2015-05-04	8.35	A
USGS	01103025	2015-05-05	7.83	A
USGS	01103025	2015-05-06	6.82	A
USGS	01103025	2015-05-07	7.11	A
USGS	01103025	2015-05-08	7.46	A
USGS	01103025	2015-05-09	6.88	A
USGS	01103025	2015-05-10	6.96	A
USGS	01103025	2015-05-11	7.00	A
USGS	01103025	2015-05-12	7.14	A
USGS	01103025	2015-05-13	6.96	A
USGS	01103025	2015-05-14	7.71	A
USGS	01103025	2015-05-15	6.82	A
USGS	01103025	2015-05-16	6.42	A
USGS	01103025	2015-05-17	6.33	A
USGS	01103025	2015-05-18	6.38	A
USGS	01103025	2015-05-19	7.36	A
USGS	01103025	2015-05-20	7.43	A
USGS	01103025	2015-05-21	6.60	A
USGS	01103025	2015-05-22	5.64	A
USGS	01103025	2015-05-23	6.00	A
USGS	01103025	2015-05-24	5.66	A
USGS	01103025	2015-05-25	5.39	A
USGS	01103025	2015-05-26	5.69	A
USGS	01103025	2015-05-27	4.84	A
USGS	01103025	2015-05-28	5.89	A
USGS	01103025	2015-05-29	6.16	A
USGS	01103025	2015-05-30	5.30	A
USGS	01103025	2015-05-31	10.6	A
USGS	01103025	2015-06-01	16.2	A
USGS	01103025	2015-06-02	29.1	A
USGS	01103025	2015-06-03	18.1	A
USGS	01103025	2015-06-04	11.7	A
USGS	01103025	2015-06-05	9.52	A
USGS	01103025	2015-06-06	7.97	A
USGS	01103025	2015-06-07	6.71	A
USGS	01103025	2015-06-08	6.56	A
USGS	01103025	2015-06-09	7.46	A
USGS	01103025	2015-06-10	9.24	A
USGS	01103025	2015-06-11	6.98	A
USGS	01103025	2015-06-12	5.85	A
USGS	01103025	2015-06-13	4.80	A
USGS	01103025	2015-06-14	4.55	A
USGS	01103025	2015-06-15	5.89	A
USGS	01103025	2015-06-16	7.68	A
USGS	01103025	2015-06-17	5.73	A
USGS	01103025	2015-06-18	5.38	A
USGS	01103025	2015-06-19	4.57	A
USGS	01103025	2015-06-20	4.83	A
USGS	01103025	2015-06-21	17.5	A
USGS	01103025	2015-06-22	15.0	A
USGS	01103025	2015-06-23	9.76	A
USGS	01103025	2015-06-24	7.79	A
USGS	01103025	2015-06-25	5.80	A
USGS	01103025	2015-06-26	5.28	A
USGS	01103025	2015-06-27	5.89	A
USGS	01103025	2015-06-28	21.4	A
USGS	01103025	2015-06-29	18.0	A
USGS	01103025	2015-06-30	9.98	A
USGS	01103025	2015-07-01	12.1	A
USGS	01103025	2015-07-02	9.81	A
USGS	01103025	2015-07-03	7.37	A
USGS	01103025	2015-07-04	6.38	A
USGS	01103025	2015-07-05	5.61	A
USGS	01103025	2015-07-06	4.78	A
USGS	01103025	2015-07-07	4.93	A
USGS	01103025	2015-07-08	6.07	A
USGS	01103025	2015-07-09	4.06	A
USGS	01103025	2015-07-10	22.0	A:e
USGS	01103025	2015-07-11	12.4	A
USGS	01103025	2015-07-12	8.04	A
USGS	01103025	2015-07-13	6.43	A
USGS	01103025	2015-07-14	5.24	A
USGS	01103025	2015-07-15	5.66	A
USGS	01103025	2015-07-16	4.53	A
USGS	01103025	2015-07-17	3.97	A
USGS	01103025	2015-07-18	5.41	A
USGS	01103025	2015-07-19	5.23	A
USGS	01103025	2015-07-20	4.79	A
USGS	01103025	2015-07-21	4.16	A
USGS	01103025	2015-07-22	3.32	A
USGS	01103025	2015-07-23	3.37	A
USGS	01103025	2015-07-24	3.28	A
USGS	01103025	2015-07-25	2.69	A
USGS	01103025	2015-07-26	3.70	A
USGS	01103025	2015-07-27	3.92	A
USGS	01103025	2015-07-28	3.67	A
USGS	01103025	2015-07-29	3.75	A
USGS	01103025	2015-07-30	3.15	A
USGS	01103025	2015-07-31	3.14	A
USGS	01103025	2015-08-01	2.99	A
USGS	01103025	2015-08-02	2.83	A
USGS	01103025	2015-08-03	2.87	A
USGS	01103025	2015-08-04	4.61	A
USGS	01103025	2015-08-05	7.34	A
USGS	01103025	2015-08-06	4.86	A
USGS	01103025	2015-08-07	3.55	A
USGS	01103025	2015-08-08	3.02	A
USGS	01103025	2015-08-09	2.91	A
USGS	01103025	2015-08-10	3.07	A
USGS	01103025	2015-08-11	7.35	A
USGS	01103025	2015-08-12	8.78	A
USGS	01103025	2015-08-13	5.88	A
USGS	01103025	2015-08-14	4.42	A
USGS	01103025	2015-08-15	3.64	A
USGS	01103025	2015-08-16	3.50	A
USGS	01103025	2015-08-17	3.18	A
USGS	01103025	2015-08-18	2.77	A
USGS	01103025	2015-08-19	2.53	A
USGS	01103025	2015-08-20	3.01	A
USGS	01103025	2015-08-21	9.38	A
USGS	01103025	2015-08-22	9.48	A
USGS	01103025	2015-08-23	6.49	A
USGS	01103025	2015-08-24	4.63	A
USGS	01103025	2015-08-25	3.66	A
USGS	01103025	2015-08-26	2.64	A
USGS	01103025	2015-08-27	3.48	A:e
USGS	01103025	2015-08-28	3.01	A
USGS	01103025	2015-08-29	2.69	A
USGS	01103025	2015-08-30	2.08	A:e
USGS	01103025	2015-08-31	3.58	A
USGS	01103025	2015-09-01	3.22	A
USGS	01103025	2015-09-02	3.65	A
USGS	01103025	2015-09-03	3.21	A
USGS	01103025	2015-09-04	3.77	A
USGS	01103025	2015-09-05	3.53	A
USGS	01103025	2015-09-06	2.32	A
USGS	01103025	2015-09-07	2.56	A
USGS	01103025	2015-09-08	2.75	A
USGS	01103025	2015-09-09	2.70	A
USGS	01103025	2015-09-10	4.07	A
USGS	01103025	2015-09-11	8.05	A
USGS	01103025	2015-09-12	6.60	A
USGS	01103025	2015-09-13	5.12	A
USGS	01103025	2015-09-14	3.81	A
USGS	01103025	2015-09-15	3.18	A
USGS	01103025	2015-09-16	2.80	A
USGS	01103025	2015-09-17	2.28	A
USGS	01103025	2015-09-18	2.07	A
USGS	01103025	2015-09-19	1.90	A:e
USGS	01103025	2015-09-20	2.11	A
USGS	01103025	2015-09-21	3.17	A
USGS	01103025	2015-09-22	3.18	A
USGS	01103025	2015-09-23	2.96	A
USGS	01103025	2015-09-24	2.97	A
USGS	01103025	2015-09-25	2.55	A
USGS	01103025	2015-09-26	2.57	A
USGS	01103025	2015-09-27	2.00	A
USGS	01103025	2015-09-28	2.43	A
USGS	01103025	2015-09-29	3.82	A
USGS	01103025	2015-09-30	51.3	A
USGS	01103025	2015-10-01	39.6	A
USGS	01103025	2015-10-02	16.4	A
USGS	01103025	2015-10-03	9.95	A
USGS	01103025	2015-10-04	7.63	A
USGS	01103025	2015-10-05	6.82	A
USGS	01103025	2015-10-06	6.02	A
USGS	01103025	2015-10-07	5.32	A
USGS	01103025	2015-10-08	5.33	A
USGS	01103025	2015-10-09	5.64	A
USGS	01103025	2015-10-10	6.39	A
USGS	01103025	2015-10-11	5.46	A
USGS	01103025	2015-10-12	5.07	A
USGS	01103025	2015-10-13	4.88	A
USGS	01103025	2015-10-14	4.67	A
USGS	01103025	2015-10-15	4.69	A
USGS	01103025	2015-10-16	4.43	A
USGS	01103025	2015-10-17	4.33	A
USGS	01103025	2015-10-18	3.76	A
USGS	01103025	2015-10-19	3.70	A
USGS	01103025	2015-10-20	3.56	A
USGS	01103025	2015-10-21	3.74	A
USGS	01103025	2015-10-22	4.65	A
USGS	01103025	2015-10-23	4.08	A
USGS	01103025	2015-10-24	3.31	A
USGS	01103025	2015-10-25	3.43	A
USGS	01103025	2015-10-26	3.80	A
USGS	01103025	2015-10-27	3.40	A
USGS	01103025	2015-10-28	4.78	A
USGS	01103025	2015-10-29	21.2	A
USGS	01103025	2015-10-30	14.1	A
USGS	01103025	2015-10-31	7.98	A
USGS	01103025	2015-11-01	5.18	A
USGS	01103025	2015-11-02	3.94	A
USGS	01103025	2015-11-03	3.47	A
USGS	01103025	2015-11-04	2.20	A
USGS	01103025	2015-11-05	2.27	A
USGS	01103025	2015-11-06	1.73	A
USGS	01103025	2015-11-07	4.61	A:e
USGS	01103025	2015-11-08	7.66	A
USGS	01103025	2015-11-09	8.00	A
USGS	01103025	2015-11-10	8.22	A
USGS	01103025	2015-11-11	12.8	A
USGS	01103025	2015-11-12	14.3	A
USGS	01103025	2015-11-13	13.2	A
USGS	01103025	2015-11-14	10.5	A
USGS	01103025	2015-11-15	9.10	A
USGS	01103025	2015-11-16	8.26	A
USGS	01103025	2015-11-17	6.91	A
USGS	01103025	2015-11-18	8.36	A
USGS	01103025	2015-11-19	8.74	A
USGS	01103025	2015-11-20	16.3	A
USGS	01103025	2015-11-21	11.7	A
USGS	01103025	2015-11-22	7.89	A
USGS	01103025	2015-11-23	7.40	A
USGS	01103025	2015-11-24	5.43	A
USGS	01103025	2015-11-25	3.32	A
USGS	01103025	2015-11-26	4.18	A
USGS	01103025	2015-11-27	4.21	A
USGS	01103025	2015-11-28	5.28	A
USGS	01103025	2015-11-29	6.06	A
USGS	01103025	2015-11-30	4.65	A
USGS	01103025	2015-12-01	4.07	A
USGS	01103025	2015-12-02	5.99	A
USGS	01103025	2015-12-03	5.89	A
USGS	01103025	2015-12-04	6.20	A
USGS	01103025	2015-12-05	5.10	A
USGS	01103025	2015-12-06	3.86	A
USGS	01103025	2015-12-07	3.38	A
USGS	01103025	2015-12-08	3.40	A
USGS	01103025	2015-12-09	2.91	A
USGS	01103025	2015-12-10	4.24	A
USGS	01103025	2015-12-11	2.95	A
USGS	01103025	2015-12-12	3.07	A
USGS	01103025	2015-12-13	3.77	A
USGS	01103025	2015-12-14	2.69	A
USGS	01103025	2015-12-15	8.21	A
USGS	01103025	2015-12-16	6.03	A
USGS	01103025	2015-12-17	5.47	A
USGS	01103025	2015-12-18	9.14	A
USGS	01103025	2015-12-19	6.21	A
USGS	01103025	2015-12-20	4.44	A
USGS	01103025	2015-12-21	3.45	A
USGS	01103025	2015-12-22	4.87	A
USGS	01103025	2015-12-23	6.37	A
USGS	01103025	2015-12-24	28.9	A
USGS	01103025	2015-12-25	19.3	A
USGS	01103025	2015-12-26	13.2	A
USGS	01103025	2015-12-27	13.5	A
USGS	01103025	2015-12-28	12.6	A
USGS	01103025	2015-12-29	16.1	A
USGS	01103025	2015-12-30	20.3	A
USGS	01103025	2015-12-31	17.6	A
USGS	01103025	2016-01-01	15.9	A
USGS	01103025	2016-01-02	13.2	A
USGS	01103025	2016-01-03	11.0	A
USGS	01103025	2016-01-04	9.58	A
USGS	01103025	2016-01-05	8.31	A
USGS	01103025	2016-01-06	7.81	A
USGS	01103025	2016-01-07	7.41	A
USGS	01103025	2016-01-08	7.12	A
USGS	01103025	2016-01-09	6.65	A
USGS	01103025	2016-01-10	21.3	A
USGS	01103025	2016-01-11	28.9	A
USGS	01103025	2016-01-12	17.7	A
USGS	01103025	2016-01-13	15.7	A
USGS	01103025	2016-01-14	13.1	A
USGS	01103025	2016-01-15	11.6	A
USGS	01103025	2016-01-16	20.9	A
USGS	01103025	2016-01-17	20.4	A
USGS	01103025	2016-01-18	15.5	A
USGS	01103025	2016-01-19	13.5	A
USGS	01103025	2016-01-20	12.1	A
USGS	01103025	2016-01-21	11.2	A
USGS	01103025	2016-01-22	10.4	A
USGS	01103025	2016-01-23	10.1	A
USGS	01103025	2016-01-24	9.70	A
USGS	01103025	2016-01-25	9.03	A
USGS	01103025	2016-01-26	8.60	A
USGS	01103025	2016-01-27	9.45	A
USGS	01103025	2016-01-28	9.55	A
USGS	01103025	2016-01-29	9.39	A
USGS	01103025	2016-01-30	8.37	A
USGS	01103025	2016-01-31	8.35	A
USGS	01103025	2016-02-01	8.04	A
USGS	01103025	2016-02-02	8.06	A
USGS	01103025	2016-02-03	7.33	A
USGS	01103025	2016-02-04	8.91	A
USGS	01103025	2016-02-05	10.1	A
USGS	01103025	2016-02-06	10.8	A
USGS	01103025	2016-02-07	9.74	A
USGS	01103025	2016-02-08	9.56	A
USGS	01103025	2016-02-09	8.81	A
USGS	01103025	2016-02-10	8.04	A
USGS	01103025	2016-02-11	8.83	A
USGS	01103025	2016-02-12	8.67	A
USGS	01103025	2016-02-13	7.95	A
USGS	01103025	2016-02-14	7.53	A
USGS	01103025	2016-02-15	8.15	A
USGS	01103025	2016-02-16	15.9	A
USGS	01103025	2016-02-17	26.3	A
USGS	01103025	2016-02-18	17.0	A
USGS	01103025	2016-02-19	13.6	A
USGS	01103025	2016-02-20	11.9	A
USGS	01103025	2016-02-21	10.8	A
USGS	01103025	2016-02-22	10.8	A
USGS	01103025	2016-02-23	10.4	A
USGS	01103025	2016-02-24	11.7	A
USGS	01103025	2016-02-25	21.6	A
USGS	01103025	2016-02-26	15.6	A
USGS	01103025	2016-02-27	11.6	A
USGS	01103025	2016-02-28	10.1	A
USGS	01103025	2016-02-29	9.67	A
USGS	01103025	2016-03-01	8.60	A
USGS	01103025	2016-03-02	12.7	A
USGS	01103025	2016-03-03	12.5	A
USGS	01103025	2016-03-04	12.7	A
USGS	01103025	2016-03-05	9.17	A
USGS	01103025	2016-03-06	8.78	A
USGS	01103025	2016-03-07	8.22	A
USGS	01103025	2016-03-08	8.22	A
USGS	01103025	2016-03-09	8.34	A
USGS	01103025	2016-03-10	8.63	A
USGS	01103025	2016-03-11	13.9	A
USGS	01103025	2016-03-12	11.9	A
USGS	01103025	2016-03-13	10.7	A
USGS	01103025	2016-03-14	9.73	A
USGS	01103025	2016-03-15	22.3	A
USGS	01103025	2016-03-16	22.9	A
USGS	01103025	2016-03-17	16.7	A
USGS	01103025	2016-03-18	14.0	A
USGS	01103025	2016-03-19	12.3	A
USGS	01103025	2016-03-20	11.5	A
USGS	01103025	2016-03-21	11.8	A
USGS	01103025	2016-03-22	12.4	A
USGS	01103025	2016-03-23	11.5	A
USGS	01103025	2016-03-24	10.9	A
USGS	01103025	2016-03-25	11.7	A
USGS	01103025	2016-03-26	12.5	A
USGS	01103025	2016-03-27	11.4	A
USGS	01103025	2016-03-28	12.5	A
USGS	01103025	2016-03-29	16.2	A
USGS	01103025	2016-03-30	13.2	A
USGS	01103025	2016-03-31	11.6	A
USGS	01103025	2016-04-01	11.5	A
USGS	01103025	2016-04-02	11.9	A
USGS	01103025	2016-04-03	19.0	A
USGS	01103025	2016-04-04	19.8	A
USGS	01103025	2016-04-05	17.7	A
USGS	01103025	2016-04-06	15.8	A
USGS	01103025	2016-04-07	28.2	A
USGS	01103025	2016-04-08	45.9	A
USGS	01103025	2016-04-09	27.7	A
USGS	01103025	2016-04-10	19.1	A
USGS	01103025	2016-04-11	15.3	A
USGS	01103025	2016-04-12	14.1	A
USGS	01103025	2016-04-13	12.9	A
USGS	01103025	2016-04-14	10.7	A
USGS	01103025	2016-04-15	10.6	A
USGS	01103025	2016-04-16	9.52	A
USGS	01103025	2016-04-17	8.21	A
USGS	01103025	2016-04-18	7.50	A
USGS	01103025	2016-04-19	8.04	A
USGS	01103025	2016-04-20	7.28	A
USGS	01103025	2016-04-21	6.56	A
USGS	01103025	2016-04-22	6.37	A
USGS	01103025	2016-04-23	11.1	A
USGS	01103025	2016-04-24	12.1	A
USGS	01103025	2016-04-25	15.6	A
USGS	01103025	2016-04-26	17.5	A
USGS	01103025	2016-04-27	16.1	A
USGS	01103025	2016-04-28	12.5	A
USGS	01103025	2016-04-29	10.7	A
USGS	01103025	2016-04-30	9.11	A
USGS	01103025	2016-05-01	8.41	A
USGS	01103025	2016-05-02	11.4	A
USGS	01103025	2016-05-03	13.4	A
USGS	01103025	2016-05-04	10.6	A
USGS	01103025	2016-05-05	12.6	A
USGS	01103025	2016-05-06	10.9	A
USGS	01103025	2016-05-07	10.6	A
USGS	01103025	2016-05-08	9.15	A
USGS	01103025	2016-05-09	6.08	A
USGS	01103025	2016-05-10	3.62	A
USGS	01103025	2016-05-11	4.53	A
USGS	01103025	2016-05-12	3.80	A
USGS	01103025	2016-05-13	4.15	A
USGS	01103025	2016-05-14	4.49	A
USGS	01103025	2016-05-15	3.76	A
USGS	01103025	2016-05-16	3.58	A
USGS	01103025	2016-05-17	3.21	A
USGS	01103025	2016-05-18	3.33	A
USGS	01103025	2016-05-19	3.34	A
USGS	01103025	2016-05-20	2.73	A
USGS	01103025	2016-05-21	2.72	A
USGS	01103025	2016-05-22	2.81	A
USGS	01103025	2016-05-23	2.52	A
USGS	01103025	2016-05-24	3.38	A
USGS	01103025	2016-05-25	2.42	A
USGS	01103025	2016-05-26	2.86	A
USGS	01103025	2016-05-27	2.59	A
USGS	01103025	2016-05-28	2.47	A
USGS	01103025	2016-05-29	2.56	A
USGS	01103025	2016-05-30	10.1	A
USGS	01103025	2016-05-31	9.11	A
USGS	01103025	2016-06-01	5.67	A
USGS	01103025	2016-06-02	4.88	A
USGS	01103025	2016-06-03	4.14	A
USGS	01103025	2016-06-04	4.01	A
USGS	01103025	2016-06-05	6.58	A
USGS	01103025	2016-06-06	15.5	A
USGS	01103025	2016-06-07	9.59	A
USGS	01103025	2016-06-08	9.28	A
USGS	01103025	2016-06-09	6.88	A
USGS	01103025	2016-06-10	5.33	A
USGS	01103025	2016-06-11	5.02	A
USGS	01103025	2016-06-12	5.26	A
USGS	01103025	2016-06-13	4.78	A
USGS	01103025	2016-06-14	4.59	A
USGS	01103025	2016-06-15	4.81	A
USGS	01103025	2016-06-16	4.04	A
USGS	01103025	2016-06-17	3.99	A
USGS	01103025	2016-06-18	3.77	A
USGS	01103025	2016-06-19	4.05	A
USGS	01103025	2016-06-20	3.62	A
USGS	01103025	2016-06-21	4.28	A
USGS	01103025	2016-06-22	4.09	A
USGS	01103025	2016-06-23	3.97	A
USGS	01103025	2016-06-24	3.15	A
USGS	01103025	2016-06-25	3.71	A
USGS	01103025	2016-06-26	3.82	A
USGS	01103025	2016-06-27	4.27	A
USGS	01103025	2016-06-28	4.19	A
USGS	01103025	2016-06-29	4.53	A
USGS	01103025	2016-06-30	4.86	A
USGS	01103025	2016-07-01	4.85	A
USGS	01103025	2016-07-02	6.78	A
USGS	01103025	2016-07-03	5.31	A
USGS	01103025	2016-07-04	4.23	A
USGS	01103025	2016-07-05	5.23	A
USGS	01103025	2016-07-06	5.47	A
USGS	01103025	2016-07-07	5.02	A
USGS	01103025	2016-07-08	4.11	A
USGS	01103025	2016-07-09	4.87	A
USGS	01103025	2016-07-10	5.31	A
USGS	01103025	2016-07-11	4.69	A
USGS	01103025	2016-07-12	4.29	A
USGS	01103025	2016-07-13	3.91	A
USGS	01103025	2016-07-14	3.31	A
USGS	01103025	2016-07-15	3.87	A
USGS	01103025	2016-07-16	3.68	A
USGS	01103025	2016-07-17	3.92	A
USGS	01103025	2016-07-18	4.08	A
USGS	01103025	2016-07-19	3.50	A
USGS	01103025	2016-07-20	3.34	A
USGS	01103025	2016-07-21	3.34	A
USGS	01103025	2016-07-22	3.11	A
USGS	01103025	2016-07-23	3.18	A
USGS	01103025	2016-07-24	3.07	A
USGS	01103025	2016-07-25	3.11	A
USGS	01103025	2016-07-26	3.26	A
USGS	01103025	2016-07-27	2.95	A
USGS	01103025	2016-07-28	3.23	A
USGS	01103025	2016-07-29	3.32	A
USGS	01103025	2016-07-30	3.13	A
USGS	01103025	2016-07-31	3.56	A
USGS	01103025	2016-08-01	3.37	A
USGS	01103025	2016-08-02	3.19	A
USGS	01103025	2016-08-03	3.16	A
USGS	01103025	2016-08-04	3.14	A
USGS	01103025	2016-08-05	3.00	A
USGS	01103025	2016-08-06	3.54	A
USGS	01103025	2016-08-07	3.42	A
USGS	01103025	2016-08-08	3.03	A
USGS	01103025	2016-08-09	2.97	A
USGS	01103025	2016-08-10	3.91	A
USGS	01103025	2016-08-11	3.78	A
USGS	01103025	2016-08-12	3.18	A
USGS	01103025	2016-08-13	3.63	A
USGS	01103025	2016-08-14	5.96	A
USGS	01103025	2016-08-15	4.46	A
USGS	01103025	2016-08-16	3.27	A
USGS	01103025	2016-08-17	4.35	A
USGS	01103025	2016-08-18	3.33	A
USGS	01103025	2016-08-19	3.01	A
USGS	01103025	2016-08-20	2.98	A
USGS	01103025	2016-08-21	3.39	A
USGS	01103025	2016-08-22	9.31	A
USGS	01103025	2016-08-23	5.58	A
USGS	01103025	2016-08-24	3.64	A
USGS	01103025	2016-08-25	3.17	A:e
USGS	01103025	2016-08-26	3.20	A:e
USGS	01103025	2016-08-27	3.07	A:e
USGS	01103025	2016-08-28	3.01	A:e
USGS	01103025	2016-08-29	2.91	A:e
USGS	01103025	2016-08-30	2.77	A:e
USGS	01103025	2016-08-31	2.77	A:e
USGS	01103025	2016-09-01	2.87	A:e
USGS	01103025	2016-09-02	2.88	A
USGS	01103025	2016-09-03	2.95	A
USGS	01103025	2016-09-04	3.21	A
