"","DateHour","LocationID","VisitID","ID","CharacteristicID","ResultValue","Units","Qualifier","FlagID","MethodID","ResultComment","SampleDepth","UniqueID","Datetime","ProjectID","SampleTypeID","HasFlow","SampleDepthType","Comment","LocationDescription","WaterBodyID","MunicipalityID","Latitude","Longitude","LocationTypeID","LocationMethod","CoordinateSystem","InWatershed","RegionalID","WaterType","Owner","StaffGage","County","CatchmentArea_Sqmi","Precip.48","Weather"
"25",2015-06-29 11:00:00,"MYRBOBDOCK",121258,415735,"DO",8.18,"mg/l",NA,NA,24,NA,NA,"201506291239_MYRBOBDOCK_RECFLAG_S",2015-06-29 11:39:00,"RECFLAG","S",1,NA,NA,"From Blessing of the Bay Boathouse furthest dock","Mystic River (Fresh)","Somerville",42.3987,-71.090461,22,"Interpolation-Map","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,1.35,"Wet"
"26",2015-06-29 11:00:00,"MYRBOBDOCK",121258,415734,"TEMP_WATER",20.715,"deg C",NA,NA,67,NA,NA,"201506291239_MYRBOBDOCK_RECFLAG_S",2015-06-29 11:39:00,"RECFLAG","S",1,NA,NA,"From Blessing of the Bay Boathouse furthest dock","Mystic River (Fresh)","Somerville",42.3987,-71.090461,22,"Interpolation-Map","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,1.35,"Wet"
"27",2015-06-29 11:00:00,"MAR0065",121257,415731,"ECOLI",776,"MPN/100ml",NA,NA,6,NA,NA,"201506291209_MAR0065_RECFLAG_S",2015-06-29 11:09:00,"RECFLAG","S",1,NA,NA,"Center of the stream. Sample from route 16 bridge upstream side","Malden River","Everett",42.403923,-71.072533,22,"Interpolation-Map","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,1.35,"Wet"
"28",2015-06-29 11:00:00,"MYRBOBDOCK",121258,415739,"SPCOND",1000.5,"uS/cm",NA,NA,71,NA,NA,"201506291239_MYRBOBDOCK_RECFLAG_S",2015-06-29 11:39:00,"RECFLAG","S",1,NA,NA,"From Blessing of the Bay Boathouse furthest dock","Mystic River (Fresh)","Somerville",42.3987,-71.090461,22,"Interpolation-Map","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,1.35,"Wet"
"29",2015-06-29 11:00:00,"MYRBOBDOCK",121258,415736,"DO_SAT",91.5374614059277,"%",NA,NA,24,NA,NA,"201506291239_MYRBOBDOCK_RECFLAG_S",2015-06-29 11:39:00,"RECFLAG","S",1,NA,NA,"From Blessing of the Bay Boathouse furthest dock","Mystic River (Fresh)","Somerville",42.3987,-71.090461,22,"Interpolation-Map","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,1.35,"Wet"
"30",2015-06-29 11:00:00,"MYRBOBDOCK",121258,415733,"TURB",5.94,"NTU",NA,NA,205,NA,NA,"201506291239_MYRBOBDOCK_RECFLAG_S",2015-06-29 11:39:00,"RECFLAG","S",1,NA,NA,"From Blessing of the Bay Boathouse furthest dock","Mystic River (Fresh)","Somerville",42.3987,-71.090461,22,"Interpolation-Map","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,1.35,"Wet"
"31",2015-06-29 11:00:00,"MAR0065",121257,415727,"TEMP_WATER",20.123,"deg C",NA,NA,67,NA,NA,"201506291209_MAR0065_RECFLAG_S",2015-06-29 11:09:00,"RECFLAG","S",1,NA,NA,"Center of the stream. Sample from route 16 bridge upstream side","Malden River","Everett",42.403923,-71.072533,22,"Interpolation-Map","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,1.35,"Wet"
"32",2015-06-29 12:00:00,"MYR0435",121259,415740,"ECOLI",780,"MPN/100ml",NA,NA,6,NA,NA,"201506291302_MYR0435_RECFLAG_S",2015-06-29 12:02:00,"RECFLAG","S",1,NA,NA,"Center of the stream. Sample from route 16 bridge, downstram side","Mystic River (Fresh)","Medford",42.405722,-71.096351,22,"Interpolation-Map","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,1.35,"Wet"
"33",2015-06-29 12:00:00,"MYR0435",121259,415741,"TURB",4.65,"NTU",NA,NA,205,NA,NA,"201506291302_MYR0435_RECFLAG_S",2015-06-29 12:02:00,"RECFLAG","S",1,NA,NA,"Center of the stream. Sample from route 16 bridge, downstram side","Mystic River (Fresh)","Medford",42.405722,-71.096351,22,"Interpolation-Map","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,1.35,"Wet"
"34",2015-06-29 12:00:00,"MYR0435",121259,415742,"DO_SAT",77.8180404248386,"%",NA,NA,24,NA,NA,"201506291302_MYR0435_RECFLAG_S",2015-06-29 12:02:00,"RECFLAG","S",1,NA,NA,"Center of the stream. Sample from route 16 bridge, downstram side","Mystic River (Fresh)","Medford",42.405722,-71.096351,22,"Interpolation-Map","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,1.35,"Wet"
"35",2015-06-29 12:00:00,"MYR0435",121259,415745,"SPCOND",832.3,"uS/cm",NA,NA,71,NA,NA,"201506291302_MYR0435_RECFLAG_S",2015-06-29 12:02:00,"RECFLAG","S",1,NA,NA,"Center of the stream. Sample from route 16 bridge, downstram side","Mystic River (Fresh)","Medford",42.405722,-71.096351,22,"Interpolation-Map","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,1.35,"Wet"
"36",2015-06-29 12:00:00,"MYR0435",121259,415743,"DO",7.08,"mg/l",NA,NA,24,NA,NA,"201506291302_MYR0435_RECFLAG_S",2015-06-29 12:02:00,"RECFLAG","S",1,NA,NA,"Center of the stream. Sample from route 16 bridge, downstram side","Mystic River (Fresh)","Medford",42.405722,-71.096351,22,"Interpolation-Map","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,1.35,"Wet"
"37",2015-06-29 12:00:00,"MYR0435",121259,415744,"TEMP_WATER",19.816,"deg C",NA,NA,67,NA,NA,"201506291302_MYR0435_RECFLAG_S",2015-06-29 12:02:00,"RECFLAG","S",1,NA,NA,"Center of the stream. Sample from route 16 bridge, downstram side","Mystic River (Fresh)","Medford",42.405722,-71.096351,22,"Interpolation-Map","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,1.35,"Wet"
"38",2015-06-30 08:00:00,"WEPBOBC",121260,415751,"DO_SAT",113.393134022852,"%",NA,NA,24,NA,NA,"201506300930_WEPBOBC_RECFLAG_S",2015-06-30 08:30:00,"RECFLAG","S",1,NA,NA,"Center of the beach, about 2- 2 ½ ft. deep. Sample collected at a depth of about 14 inches","Wedge Pond","Winchester",42.453902,-71.142966,20,"Interpolation-Map","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0.28,"Wet"
"39",2015-06-30 08:00:00,"WEPBOBC",121260,415747,"TURB",4.86,"NTU",NA,NA,205,NA,NA,"201506300930_WEPBOBC_RECFLAG_S",2015-06-30 08:30:00,"RECFLAG","S",1,NA,NA,"Center of the beach, about 2- 2 ½ ft. deep. Sample collected at a depth of about 14 inches","Wedge Pond","Winchester",42.453902,-71.142966,20,"Interpolation-Map","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0.28,"Wet"
"40",2015-06-30 08:00:00,"WEPBOBC",121260,415749,"DO",10.26,"mg/l",NA,NA,24,NA,NA,"201506300930_WEPBOBC_RECFLAG_S",2015-06-30 08:30:00,"RECFLAG","S",1,NA,NA,"Center of the beach, about 2- 2 ½ ft. deep. Sample collected at a depth of about 14 inches","Wedge Pond","Winchester",42.453902,-71.142966,20,"Interpolation-Map","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0.28,"Wet"
"41",2015-06-30 08:00:00,"WEPBOBC",121260,415748,"SPCOND",854,"uS/cm",NA,NA,71,NA,NA,"201506300930_WEPBOBC_RECFLAG_S",2015-06-30 08:30:00,"RECFLAG","S",1,NA,NA,"Center of the beach, about 2- 2 ½ ft. deep. Sample collected at a depth of about 14 inches","Wedge Pond","Winchester",42.453902,-71.142966,20,"Interpolation-Map","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0.28,"Wet"
"42",2015-06-30 08:00:00,"WEPBOBC",121260,415746,"TEMP_WATER",20.091,"deg C",NA,NA,67,NA,NA,"201506300930_WEPBOBC_RECFLAG_S",2015-06-30 08:30:00,"RECFLAG","S",1,NA,NA,"Center of the beach, about 2- 2 ½ ft. deep. Sample collected at a depth of about 14 inches","Wedge Pond","Winchester",42.453902,-71.142966,20,"Interpolation-Map","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0.28,"Wet"
"43",2015-06-30 08:00:00,"WEPBOBC",121260,415750,"ECOLI",40.4,"MPN/100ml",NA,NA,6,NA,NA,"201506300930_WEPBOBC_RECFLAG_S",2015-06-30 08:30:00,"RECFLAG","S",1,NA,NA,"Center of the beach, about 2- 2 ½ ft. deep. Sample collected at a depth of about 14 inches","Wedge Pond","Winchester",42.453902,-71.142966,20,"Interpolation-Map","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0.28,"Wet"
"44",2015-06-30 09:00:00,"UPLSHBC",121261,415753,"TEMP_WATER",22.734,"deg C",NA,NA,67,NA,NA,"201506301000_UPLSHBC_RECFLAG_S",2015-06-30 09:00:00,"RECFLAG","S",1,NA,NA,"waste deep, center of beach","Upper Mystic Lake","Winchester",42.439907,-71.146155,13,"Interpolation-Map","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0.11,"Dry"
"45",2015-06-30 09:00:00,"UPLSHBC",121261,415756,"TURB",3.17,"NTU",NA,NA,205,NA,NA,"201506301000_UPLSHBC_RECFLAG_S",2015-06-30 09:00:00,"RECFLAG","S",1,NA,NA,"waste deep, center of beach","Upper Mystic Lake","Winchester",42.439907,-71.146155,13,"Interpolation-Map","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0.11,"Dry"
"46",2015-06-30 09:00:00,"UPLSHBC",121261,415754,"DO",8.96,"mg/l",NA,NA,24,NA,NA,"201506301000_UPLSHBC_RECFLAG_S",2015-06-30 09:00:00,"RECFLAG","S",1,NA,NA,"waste deep, center of beach","Upper Mystic Lake","Winchester",42.439907,-71.146155,13,"Interpolation-Map","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0.11,"Dry"
"47",2015-06-30 09:00:00,"UPLSHBC",121261,415755,"DO_SAT",104.260726532418,"%",NA,NA,24,NA,NA,"201506301000_UPLSHBC_RECFLAG_S",2015-06-30 09:00:00,"RECFLAG","S",1,NA,NA,"waste deep, center of beach","Upper Mystic Lake","Winchester",42.439907,-71.146155,13,"Interpolation-Map","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0.11,"Dry"
"48",2015-06-30 09:00:00,"WRPBCHC",121262,415763,"DO",7.25,"mg/l",NA,NA,24,NA,NA,"201506301030_WRPBCHC_RECFLAG_S",2015-06-30 09:30:00,"RECFLAG","S",1,NA,NA,"waste deep, center of beach, sample with pole","Wrights Pond","Medford",42.439553,-71.099828,20,"Interpolation-Map","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0.11,"Dry"
"49",2015-06-30 09:00:00,"WRPBCHC",121262,415761,"ECOLI",1,"MPN/100ml",NA,NA,6,NA,NA,"201506301030_WRPBCHC_RECFLAG_S",2015-06-30 09:30:00,"RECFLAG","S",1,NA,NA,"waste deep, center of beach, sample with pole","Wrights Pond","Medford",42.439553,-71.099828,20,"Interpolation-Map","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0.11,"Dry"
"50",2015-06-30 09:00:00,"WRPBCHC",121262,415758,"TURB",1.73,"NTU",NA,NA,205,NA,NA,"201506301030_WRPBCHC_RECFLAG_S",2015-06-30 09:30:00,"RECFLAG","S",1,NA,NA,"waste deep, center of beach, sample with pole","Wrights Pond","Medford",42.439553,-71.099828,20,"Interpolation-Map","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0.11,"Dry"
"51",2015-06-30 09:00:00,"UPLSHBC",121261,415757,"ENT",42.5,"MPN/100ml",NA,NA,13,NA,NA,"201506301000_UPLSHBC_RECFLAG_S",2015-06-30 09:00:00,"RECFLAG","S",1,NA,NA,"waste deep, center of beach","Upper Mystic Lake","Winchester",42.439907,-71.146155,13,"Interpolation-Map","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0.11,"Dry"
"52",2015-06-30 09:00:00,"WRPBCHC",121262,415762,"DO_SAT",85.5876296549012,"%",NA,NA,24,NA,NA,"201506301030_WRPBCHC_RECFLAG_S",2015-06-30 09:30:00,"RECFLAG","S",1,NA,NA,"waste deep, center of beach, sample with pole","Wrights Pond","Medford",42.439553,-71.099828,20,"Interpolation-Map","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0.11,"Dry"
"53",2015-06-30 09:00:00,"WRPBCHC",121262,415759,"SPCOND",731.9,"uS/cm",NA,NA,71,NA,NA,"201506301030_WRPBCHC_RECFLAG_S",2015-06-30 09:30:00,"RECFLAG","S",1,NA,NA,"waste deep, center of beach, sample with pole","Wrights Pond","Medford",42.439553,-71.099828,20,"Interpolation-Map","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0.11,"Dry"
"54",2015-06-30 09:00:00,"UPLSHBC",121261,415752,"SPCOND",402.7,"uS/cm",NA,NA,71,NA,NA,"201506301000_UPLSHBC_RECFLAG_S",2015-06-30 09:00:00,"RECFLAG","S",1,NA,NA,"waste deep, center of beach","Upper Mystic Lake","Winchester",42.439907,-71.146155,13,"Interpolation-Map","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0.11,"Dry"
"55",2015-06-30 09:00:00,"WRPBCHC",121262,415760,"TEMP_WATER",23.484,"deg C",NA,NA,67,NA,NA,"201506301030_WRPBCHC_RECFLAG_S",2015-06-30 09:30:00,"RECFLAG","S",1,NA,NA,"waste deep, center of beach, sample with pole","Wrights Pond","Medford",42.439553,-71.099828,20,"Interpolation-Map","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0.11,"Dry"
"56",2015-06-30 10:00:00,"MAR0065",121263,415767,"DO_SAT",107.412422305873,"%",NA,NA,24,NA,NA,"201506301100_MAR0065_RECFLAG_S",2015-06-30 10:00:00,"RECFLAG","S",1,NA,NA,"Center of the stream. Sample from route 16 bridge upstream side","Malden River","Everett",42.403923,-71.072533,22,"Interpolation-Map","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0.05,"Dry"
"57",2015-06-30 10:00:00,"MYRBOBDOCK",121264,415776,"SPCOND",944.4,"uS/cm",NA,NA,71,NA,NA,"201506301140_MYRBOBDOCK_RECFLAG_S",2015-06-30 10:40:00,"RECFLAG","S",1,NA,NA,"From Blessing of the Bay Boathouse furthest dock","Mystic River (Fresh)","Somerville",42.3987,-71.090461,22,"Interpolation-Map","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0.05,"Dry"
"58",2015-06-30 10:00:00,"MYRBOBDOCK",121264,415773,"DO_SAT",100.055984397222,"%",NA,NA,24,NA,NA,"201506301140_MYRBOBDOCK_RECFLAG_S",2015-06-30 10:40:00,"RECFLAG","S",1,NA,NA,"From Blessing of the Bay Boathouse furthest dock","Mystic River (Fresh)","Somerville",42.3987,-71.090461,22,"Interpolation-Map","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0.05,"Dry"
"59",2015-06-30 10:00:00,"MAR0065",121263,415764,"TEMP_WATER",24.588,"deg C",NA,NA,67,NA,NA,"201506301100_MAR0065_RECFLAG_S",2015-06-30 10:00:00,"RECFLAG","S",1,NA,NA,"Center of the stream. Sample from route 16 bridge upstream side","Malden River","Everett",42.403923,-71.072533,22,"Interpolation-Map","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0.05,"Dry"
"60",2015-06-30 10:00:00,"MAR0065",121263,415765,"SPCOND",1290.3,"uS/cm",NA,NA,71,NA,NA,"201506301100_MAR0065_RECFLAG_S",2015-06-30 10:00:00,"RECFLAG","S",1,NA,NA,"Center of the stream. Sample from route 16 bridge upstream side","Malden River","Everett",42.403923,-71.072533,22,"Interpolation-Map","WGS84",1,"Upper Mystic River","Fresh",NA,0,"Middlesex",NA,0.05,"Dry"
